data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time,random_seed,scenario
1800.0, P_to_KBJ_2,52.66,52.66,98.0,11332,dynamic_QL_vehicle_data
2100.0, CMB_to_KBJ_001_1,8.7,8.7,49.0,11332,dynamic_QL_vehicle_data
2100.0, KBJ_to_CMB_002_1,0.0,33.25,0.0,11332,dynamic_QL_vehicle_data
2100.0, MRT_to_KB_001.37_1,0.0,15.14,0.0,11332,dynamic_QL_vehicle_data
2100.0, MRT_to_KB_001.37_5,19.26,19.26,107.0,11332,dynamic_QL_vehicle_data
2100.0, P_to_KBJ_1,32.96,36.48,95.0,11332,dynamic_QL_vehicle_data
2100.0, P_to_KBJ_2,53.61,53.61,89.0,11332,dynamic_QL_vehicle_data
2400.0, KBJ_to_CMB_001_1,0.0,24.96,0.0,11332,dynamic_QL_vehicle_data
2400.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,dynamic_QL_vehicle_data
2400.0, MRT_to_KB_001.37_5,22.0,22.0,79.0,11332,dynamic_QL_vehicle_data
2400.0, P_to_KBJ_1,3.0,3.0,50.0,11332,dynamic_QL_vehicle_data
2400.0, P_to_KBJ_2,78.46,78.46,62.0,11332,dynamic_QL_vehicle_data
2700.0, CMB_to_KBJ_001_1,3.0,3.0,14.0,11332,dynamic_QL_vehicle_data
2700.0, MRT_to_KB_001.37_1,0.0,15.14,0.0,11332,dynamic_QL_vehicle_data
2700.0, MRT_to_KB_001.37_5,13.55,13.55,78.0,11332,dynamic_QL_vehicle_data
2700.0, P_to_KBJ_2,29.61,33.12,49.0,11332,dynamic_QL_vehicle_data
3000.0, KBJ_to_CMB_001_1,0.0,24.95,0.0,11332,dynamic_QL_vehicle_data
3000.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,dynamic_QL_vehicle_data
3000.0, MRT_to_KB_001.37_5,5.2,7.95,18.0,11332,dynamic_QL_vehicle_data
3000.0, P_to_KBJ_1,5.2,5.2,42.0,11332,dynamic_QL_vehicle_data
3000.0, P_to_KBJ_2,31.22,31.22,30.0,11332,dynamic_QL_vehicle_data
3300.0, CMB_to_KBJ_001_1,26.41,20.7,71.0,11332,dynamic_QL_vehicle_data
3300.0, CMB_to_KBJ_001_2,28.56,20.81,90.0,11332,dynamic_QL_vehicle_data
3300.0, CMB_to_KBJ_001_3,10.91,10.91,1.0,11332,dynamic_QL_vehicle_data
3300.0, CMB_to_KBJ_001_4,7.7,7.7,62.0,11332,dynamic_QL_vehicle_data
3300.0, MRT_to_KB_001.37_1,0.0,15.15,0.0,11332,dynamic_QL_vehicle_data
3300.0, MRT_to_KB_001.37_2,41.76,33.56,53.0,11332,dynamic_QL_vehicle_data
3300.0, MRT_to_KB_001.37_3,40.01,33.71,45.0,11332,dynamic_QL_vehicle_data
3300.0, MRT_to_KB_001.37_4,26.81,32.67,48.0,11332,dynamic_QL_vehicle_data
3300.0, MRT_to_KB_001.37_5,9.25,9.25,9.0,11332,dynamic_QL_vehicle_data
3300.0, P_to_KBJ_1,3.55,3.55,14.0,11332,dynamic_QL_vehicle_data
